# rt10_trade_log.csv — ResoTrade Walk-Forward Backtest
# Generated: 2026-08-06T10:01:27.280829Z UTC
# Source: ResoTrade backtest_engine.py (RT-10)
# Falsification criterion: vs_hodl > 0 in all folds (M-5)
fold_id,step,timestamp,action,price,pv,epsilon,phase,trend,cash,asset
0,69,2024-01-17 18:00:00+00:00,HOLD,30810.487678274443,1010.2567473835461,1.0,peak,downtrend,614.125,0.012857042430486177
0,70,2024-01-17 19:00:00+00:00,HOLD,30928.588985003007,1011.7751808952511,1.0,peak,downtrend,614.125,0.012857042430486177
0,71,2024-01-17 20:00:00+00:00,HOLD,30944.540833853214,1011.9802744927629,1.0,peak,downtrend,614.125,0.012857042430486177
0,72,2024-01-17 21:00:00+00:00,HOLD,31170.478772642582,1014.8851681584345,1.0,peak,downtrend,614.125,0.012857042430486177
0,73,2024-01-17 22:00:00+00:00,HOLD,30954.145264718853,1012.1037590679231,1.0,peak,downtrend,614.125,0.012857042430486177
0,74,2024-01-17 23:00:00+00:00,HOLD,31102.184866937467,1014.00711051504,1.0,peak,downtrend,614.125,0.012857042430486177
0,75,2024-01-18 00:00:00+00:00,HOLD,31124.596797475257,1014.2952616569136,1.0,peak,downtrend,614.125,0.012857042430486177
0,76,2024-01-18 01:00:00+00:00,HOLD,31143.932508100293,1014.5438617088432,1.0,peak,downtrend,614.125,0.012857042430486177
0,77,2024-01-18 02:00:00+00:00,HOLD,31115.66925329377,1014.1804798425721,1.0,peak,downtrend,614.125,0.012857042430486177
0,78,2024-01-18 03:00:00+00:00,HOLD,30769.853556232254,1009.7343127523241,1.0,peak,downtrend,614.125,0.012857042430486177
0,79,2024-01-18 04:00:00+00:00,HOLD,30631.22523726707,1007.9519625733217,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,80,2024-01-18 05:00:00+00:00,HOLD,30974.267775380427,1012.3624750413069,1.0,peak,downtrend,614.125,0.012857042430486177
0,81,2024-01-18 06:00:00+00:00,HOLD,30756.603774688752,1009.5639597488246,1.0,peak,downtrend,614.125,0.012857042430486177
0,82,2024-01-18 07:00:00+00:00,HOLD,30524.525055677976,1006.5801138112902,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,83,2024-01-18 08:00:00+00:00,HOLD,30806.821344240656,1010.2096091713092,1.0,peak,downtrend,614.125,0.012857042430486177
0,84,2024-01-18 09:00:00+00:00,HOLD,30535.841245633535,1006.7256065457002,1.0,peak,downtrend,614.125,0.012857042430486177
0,85,2024-01-18 10:00:00+00:00,HOLD,30644.757042803605,1008.1259415712661,1.0,peak,downtrend,614.125,0.012857042430486177
0,86,2024-01-18 11:00:00+00:00,HOLD,30429.051572782806,1005.3526071907206,1.0,peak,downtrend,614.125,0.012857042430486177
0,87,2024-01-18 12:00:00+00:00,HOLD,30676.471460485816,1008.5336951850644,1.0,peak,downtrend,614.125,0.012857042430486177
0,88,2024-01-18 13:00:00+00:00,HOLD,30571.69938888794,1007.1866362150006,1.0,peak,downtrend,614.125,0.012857042430486177
0,89,2024-01-18 14:00:00+00:00,HOLD,30200.0424844685,1002.4082276252967,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,90,2024-01-18 15:00:00+00:00,HOLD,30296.095668047554,1003.6431874821558,1.0,peak,downtrend,614.125,0.012857042430486177
0,91,2024-01-18 16:00:00+00:00,HOLD,30141.35697704969,1001.6537055663584,1.0,peak,downtrend,614.125,0.012857042430486177
0,92,2024-01-18 17:00:00+00:00,HOLD,30124.086471556595,1001.4316579444378,1.0,peak,downtrend,614.125,0.012857042430486177
0,93,2024-01-18 18:00:00+00:00,HOLD,29629.024808857568,995.0666291414093,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,94,2024-01-18 19:00:00+00:00,HOLD,29714.968508682137,996.1716109366869,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,95,2024-01-18 20:00:00+00:00,HOLD,29596.83994131479,994.6528269337923,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,96,2024-01-18 21:00:00+00:00,HOLD,28993.89080299612,986.900684279004,1.0,trough,downtrend,614.125,0.012857042430486177
0,97,2024-01-18 22:00:00+00:00,HOLD,28900.392293554345,985.6985699759239,1.0,trough,downtrend,614.125,0.012857042430486177
0,98,2024-01-18 23:00:00+00:00,HOLD,28600.168354045956,981.8385780470169,1.0,trough,downtrend,614.125,0.012857042430486177
0,99,2024-01-19 00:00:00+00:00,HOLD,28709.127454907495,983.2394698299813,1.0,trough,downtrend,614.125,0.012857042430486177
0,100,2024-01-19 01:00:00+00:00,HOLD,28722.558696406864,983.4121558718327,1.0,trough,downtrend,614.125,0.012857042430486177
0,101,2024-01-19 02:00:00+00:00,HOLD,28732.88227010827,983.544886496946,1.0,trough,downtrend,614.125,0.012857042430486177
0,102,2024-01-19 03:00:00+00:00,HOLD,28442.045391822074,979.8055844124702,1.0,trough,downtrend,614.125,0.012857042430486177
0,103,2024-01-19 04:00:00+00:00,HOLD,28631.011085724298,982.2351243568773,1.0,trough,downtrend,614.125,0.012857042430486177
0,104,2024-01-19 05:00:00+00:00,HOLD,28167.35250961177,976.2738463705398,1.0,trough,downtrend,614.125,0.012857042430486177
0,105,2024-01-19 06:00:00+00:00,HOLD,28135.826752681034,975.8685183760282,1.0,trough,downtrend,614.125,0.012857042430486177
0,106,2024-01-19 07:00:00+00:00,HOLD,28424.990498640404,979.5863089271861,1.0,trough,downtrend,614.125,0.012857042430486177
0,107,2024-01-19 08:00:00+00:00,HOLD,28552.320454041102,981.2233955664449,1.0,trough,downtrend,614.125,0.012857042430486177
0,108,2024-01-19 09:00:00+00:00,HOLD,28564.181000649536,981.3758871174382,1.0,trough,downtrend,614.125,0.012857042430486177
0,109,2024-01-19 10:00:00+00:00,HOLD,28339.72537559757,978.4900516223838,1.0,trough,downtrend,614.125,0.012857042430486177
0,110,2024-01-19 11:00:00+00:00,HOLD,28717.416851203416,983.346046949881,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,111,2024-01-19 12:00:00+00:00,HOLD,28611.004746431707,981.9779020037138,1.0,trough,downtrend,614.125,0.012857042430486177
0,112,2024-01-19 13:00:00+00:00,HOLD,28974.11823581991,986.6464675438599,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,113,2024-01-19 14:00:00+00:00,HOLD,28984.589373040148,986.7810953993959,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,114,2024-01-19 15:00:00+00:00,HOLD,28833.124799564805,984.833708951508,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,115,2024-01-19 16:00:00+00:00,HOLD,28931.467239609443,986.0981018758794,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,116,2024-01-19 17:00:00+00:00,HOLD,28876.871827387804,985.3961663444359,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,117,2024-01-19 18:00:00+00:00,HOLD,29050.231270678847,987.6250560625542,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,118,2024-01-19 19:00:00+00:00,HOLD,29227.92734657343,989.9097020500619,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,119,2024-01-19 20:00:00+00:00,HOLD,28967.431412906186,986.560494777933,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,120,2024-01-19 21:00:00+00:00,HOLD,29231.040693304883,989.949730481089,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,121,2024-01-19 22:00:00+00:00,HOLD,29128.365235762732,988.6296277669,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,122,2024-01-19 23:00:00+00:00,HOLD,29155.107471404146,988.9734538252276,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,123,2024-01-20 00:00:00+00:00,HOLD,29337.390637842527,991.3170762304893,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,124,2024-01-20 01:00:00+00:00,HOLD,29288.643513343028,990.690332382435,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,125,2024-01-20 02:00:00+00:00,HOLD,29458.561371372165,992.8749734928131,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,126,2024-01-20 03:00:00+00:00,HOLD,29461.516708191906,992.9129703837008,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,127,2024-01-20 04:00:00+00:00,HOLD,30031.162821980713,1000.2369346390451,1.0,peak,downtrend,614.125,0.012857042430486177
0,128,2024-01-20 05:00:00+00:00,HOLD,29826.005756004604,997.5992215368761,1.0,peak,downtrend,614.125,0.012857042430486177
0,129,2024-01-20 06:00:00+00:00,HOLD,29782.553180731098,997.0405499328708,1.0,peak,downtrend,614.125,0.012857042430486177
0,130,2024-01-20 07:00:00+00:00,HOLD,29963.25060390376,999.3637843696813,1.0,peak,downtrend,614.125,0.012857042430486177
0,131,2024-01-20 08:00:00+00:00,HOLD,29930.426617993966,998.9417649901013,1.0,peak,downtrend,614.125,0.012857042430486177
0,132,2024-01-20 09:00:00+00:00,HOLD,29900.114577637614,998.5520418010851,1.0,peak,downtrend,614.125,0.012857042430486177
0,133,2024-01-20 10:00:00+00:00,HOLD,29980.62837083,999.5872110563989,1.0,peak,downtrend,614.125,0.012857042430486177
0,134,2024-01-20 11:00:00+00:00,HOLD,29928.132673077023,998.9122716429711,1.0,peak,downtrend,614.125,0.012857042430486177
0,135,2024-01-20 12:00:00+00:00,HOLD,29635.195540119814,995.1459664950752,1.0,peak,downtrend,614.125,0.012857042430486177
0,136,2024-01-20 13:00:00+00:00,HOLD,29508.14093694514,993.5124200710698,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,137,2024-01-20 14:00:00+00:00,HOLD,29418.973317829335,992.3659882086724,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,138,2024-01-20 15:00:00+00:00,HOLD,28973.857163851844,986.643110930489,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,139,2024-01-20 16:00:00+00:00,HOLD,28951.315685171157,986.3532941826456,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,140,2024-01-20 17:00:00+00:00,HOLD,29250.449397829216,990.199269018679,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,141,2024-01-20 18:00:00+00:00,HOLD,29172.148006871368,989.1925447127679,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,142,2024-01-20 19:00:00+00:00,HOLD,28785.476509986333,984.2210928706575,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,143,2024-01-20 20:00:00+00:00,HOLD,28826.67422231653,984.7507736061257,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,144,2024-01-20 21:00:00+00:00,HOLD,28724.73472709004,983.4401331906564,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,145,2024-01-20 22:00:00+00:00,HOLD,29096.953539268434,988.2257662522592,0.7500000000000001,transition,sideways,614.125,0.012857042430486177
0,146,2024-01-20 23:00:00+00:00,HOLD,28776.46914742199,984.105284827981,0.7500000000000001,transition,sideways,614.125,0.012857042430486177
0,147,2024-01-21 00:00:00+00:00,HOLD,28575.01365485896,981.5151630122435,1.0,trough,sideways,614.125,0.012857042430486177
0,148,2024-01-21 01:00:00+00:00,HOLD,28444.026904735074,979.8310608080692,1.0,trough,uptrend,614.125,0.012857042430486177
0,149,2024-01-21 02:00:00+00:00,HOLD,28342.150442854516,978.521230815003,1.0,trough,uptrend,614.125,0.012857042430486177
0,150,2024-01-21 03:00:00+00:00,HOLD,28607.569687865554,981.9337373099777,0.7500000000000001,transition,uptrend,614.125,0.012857042430486177
0,151,2024-01-21 04:00:00+00:00,HOLD,28452.24761851472,979.9367548739431,1.0,trough,uptrend,614.125,0.012857042430486177
0,152,2024-01-21 05:00:00+00:00,HOLD,28333.656449945567,978.4120231877685,1.0,trough,uptrend,614.125,0.012857042430486177
0,153,2024-01-21 06:00:00+00:00,HOLD,28423.517055118267,979.567364801303,1.0,trough,uptrend,614.125,0.012857042430486177
0,154,2024-01-21 07:00:00+00:00,HOLD,28325.29140450958,978.3044734436651,1.0,trough,uptrend,614.125,0.012857042430486177
0,155,2024-01-21 08:00:00+00:00,HOLD,28704.053590709704,983.1742349427038,0.7500000000000001,transition,uptrend,614.125,0.012857042430486177
0,156,2024-01-21 09:00:00+00:00,HOLD,28547.404032262715,981.160184923034,1.0,trough,uptrend,614.125,0.012857042430486177
0,157,2024-01-21 10:00:00+00:00,HOLD,28384.06279410602,979.0600996934052,1.0,trough,uptrend,614.125,0.012857042430486177
0,158,2024-01-21 11:00:00+00:00,HOLD,28588.881852168124,981.6934670134818,0.7500000000000001,transition,uptrend,614.125,0.012857042430486177
0,159,2024-01-21 12:00:00+00:00,HOLD,28377.07622555672,978.9702730851233,1.0,trough,uptrend,614.125,0.012857042430486177
0,160,2024-01-21 13:00:00+00:00,HOLD,28256.455999315876,977.4194537183699,1.0,trough,uptrend,614.125,0.012857042430486177
0,161,2024-01-21 14:00:00+00:00,HOLD,28659.24683911246,982.5981526362457,1.0,trough,uptrend,614.125,0.012857042430486177
0,162,2024-01-21 15:00:00+00:00,HOLD,28583.349526127455,981.6223376628377,1.0,trough,uptrend,614.125,0.012857042430486177
0,163,2024-01-21 16:00:00+00:00,HOLD,28444.962552644207,979.843090472937,1.0,trough,uptrend,614.125,0.012857042430486177
0,164,2024-01-21 17:00:00+00:00,HOLD,28694.00206137864,983.045002003603,1.0,trough,uptrend,614.125,0.012857042430486177
0,165,2024-01-21 18:00:00+00:00,HOLD,28732.92950636725,983.5454938155319,1.0,trough,uptrend,614.125,0.012857042430486177
0,166,2024-01-21 19:00:00+00:00,HOLD,28812.415430265373,984.5674477117166,0.7500000000000001,transition,uptrend,614.125,0.012857042430486177
0,167,2024-01-21 20:00:00+00:00,HOLD,29321.123231270416,991.1079254939577,0.7500000000000001,transition,uptrend,614.125,0.012857042430486177
0,168,2024-01-21 21:00:00+00:00,HOLD,29630.108053621883,995.0805564653067,1.0,peak,sideways,614.125,0.012857042430486177
0,169,2024-01-21 22:00:00+00:00,HOLD,29286.889411648175,990.6677798225169,0.7500000000000001,transition,sideways,614.125,0.012857042430486177
0,170,2024-01-21 23:00:00+00:00,HOLD,29718.541038748295,996.2175431073315,1.0,peak,sideways,614.125,0.012857042430486177
0,171,2024-01-22 00:00:00+00:00,HOLD,29652.50320884737,995.3684919262782,1.0,peak,downtrend,614.125,0.012857042430486177
0,172,2024-01-22 01:00:00+00:00,HOLD,29767.384705913526,996.8455282085355,1.0,peak,downtrend,614.125,0.012857042430486177
0,173,2024-01-22 02:00:00+00:00,HOLD,29813.986749702457,997.4446926628772,1.0,peak,downtrend,614.125,0.012857042430486177
0,174,2024-01-22 03:00:00+00:00,HOLD,29807.402600698453,997.360039979764,1.0,peak,downtrend,614.125,0.012857042430486177
0,175,2024-01-22 04:00:00+00:00,HOLD,29951.88425393822,999.2176467258945,1.0,peak,downtrend,614.125,0.012857042430486177
0,176,2024-01-22 05:00:00+00:00,HOLD,29804.410712717614,997.3215731490471,1.0,peak,downtrend,614.125,0.012857042430486177
0,177,2024-01-22 06:00:00+00:00,HOLD,29935.601805703038,999.0083025980625,1.0,peak,downtrend,614.125,0.012857042430486177
0,178,2024-01-22 07:00:00+00:00,HOLD,29840.47607220625,997.7852670062632,1.0,peak,downtrend,614.125,0.012857042430486177
0,179,2024-01-22 08:00:00+00:00,HOLD,29757.804397849894,996.7223537812642,1.0,peak,downtrend,614.125,0.012857042430486177
0,180,2024-01-22 09:00:00+00:00,HOLD,29601.067284454974,994.7071780639138,1.0,peak,downtrend,614.125,0.012857042430486177
0,181,2024-01-22 10:00:00+00:00,HOLD,29596.501023355533,994.6484694512096,1.0,peak,downtrend,614.125,0.012857042430486177
0,182,2024-01-22 11:00:00+00:00,HOLD,29747.390365664127,996.5884601275793,1.0,peak,downtrend,614.125,0.012857042430486177
0,183,2024-01-22 12:00:00+00:00,HOLD,29666.900498624123,995.553598491822,1.0,peak,downtrend,614.125,0.012857042430486177
0,184,2024-01-22 13:00:00+00:00,HOLD,29409.069118630694,992.2386494993356,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,185,2024-01-22 14:00:00+00:00,HOLD,29538.802255659375,993.9066339467533,1.0,peak,downtrend,614.125,0.012857042430486177
0,186,2024-01-22 15:00:00+00:00,HOLD,29605.693693508907,994.7666600014211,1.0,peak,downtrend,614.125,0.012857042430486177
0,187,2024-01-22 16:00:00+00:00,HOLD,29208.193582429652,989.6559842071521,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,188,2024-01-22 17:00:00+00:00,HOLD,29497.461695189944,993.3751166066978,1.0,peak,downtrend,614.125,0.012857042430486177
0,189,2024-01-22 18:00:00+00:00,HOLD,29260.97049166429,990.3345391685318,1.0,peak,downtrend,614.125,0.012857042430486177
0,190,2024-01-22 19:00:00+00:00,HOLD,29373.422457436915,991.780338863862,1.0,peak,downtrend,614.125,0.012857042430486177
0,191,2024-01-22 20:00:00+00:00,HOLD,29081.08579827094,988.0217540329784,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,192,2024-01-22 21:00:00+00:00,HOLD,28811.67117276985,984.5578787615174,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,193,2024-01-22 22:00:00+00:00,HOLD,28704.85087053211,983.1844856032094,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,194,2024-01-22 23:00:00+00:00,HOLD,28805.105279764368,984.4734607965519,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,195,2024-01-23 00:00:00+00:00,HOLD,28672.47403348193,982.7682152354903,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,196,2024-01-23 01:00:00+00:00,HOLD,28326.088149870968,978.3147172325828,1.0,trough,downtrend,614.125,0.012857042430486177
0,197,2024-01-23 02:00:00+00:00,HOLD,28385.280338274442,979.0757537104396,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,198,2024-01-23 03:00:00+00:00,HOLD,27874.992069207445,972.5149557832658,1.0,trough,downtrend,614.125,0.012857042430486177
0,199,2024-01-23 04:00:00+00:00,HOLD,27963.33098874621,973.6507330200391,1.0,trough,downtrend,614.125,0.012857042430486177
0,200,2024-01-23 05:00:00+00:00,HOLD,27661.502129536846,969.770106570439,1.0,trough,downtrend,614.125,0.012857042430486177
0,201,2024-01-23 06:00:00+00:00,HOLD,27641.495407471426,969.512879295949,1.0,trough,downtrend,614.125,0.012857042430486177
0,202,2024-01-23 07:00:00+00:00,HOLD,27672.300191556747,969.9089377119958,1.0,trough,downtrend,614.125,0.012857042430486177
0,203,2024-01-23 08:00:00+00:00,HOLD,27493.448207604804,967.6094301655492,1.0,trough,downtrend,614.125,0.012857042430486177
0,204,2024-01-23 09:00:00+00:00,HOLD,27553.039076181747,968.3755924913123,1.0,trough,downtrend,614.125,0.012857042430486177
0,205,2024-01-23 10:00:00+00:00,HOLD,27778.245613310726,971.2710824948025,1.0,trough,downtrend,614.125,0.012857042430486177
0,206,2024-01-23 11:00:00+00:00,HOLD,27581.4405084922,968.7407509116144,1.0,trough,downtrend,614.125,0.012857042430486177
0,207,2024-01-23 12:00:00+00:00,HOLD,27852.495555396912,972.2257171506658,1.0,trough,downtrend,614.125,0.012857042430486177
0,208,2024-01-23 13:00:00+00:00,HOLD,27628.96206653031,969.3517375996732,1.0,trough,downtrend,614.125,0.012857042430486177
0,209,2024-01-23 14:00:00+00:00,HOLD,27954.69879991588,973.5397486019795,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,210,2024-01-23 15:00:00+00:00,HOLD,28167.64407751246,976.2775950714104,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,211,2024-01-23 16:00:00+00:00,HOLD,27651.008162237846,969.6351851876116,1.0,trough,downtrend,614.125,0.012857042430486177
0,212,2024-01-23 17:00:00+00:00,HOLD,27962.92354415428,973.6454944876325,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,213,2024-01-23 18:00:00+00:00,HOLD,28217.955832033877,976.9244554340444,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,214,2024-01-23 19:00:00+00:00,HOLD,28137.78544940545,975.8937014229225,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,215,2024-01-23 20:00:00+00:00,HOLD,28250.07311313403,977.3373886799009,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,216,2024-01-23 21:00:00+00:00,HOLD,28122.151873838302,975.6926998785154,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,217,2024-01-23 22:00:00+00:00,HOLD,28240.229403098365,977.2108276822989,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,218,2024-01-23 23:00:00+00:00,HOLD,28219.042797381393,976.9384305936379,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,219,2024-01-24 00:00:00+00:00,HOLD,28437.895095828873,979.7522238807866,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,220,2024-01-24 01:00:00+00:00,HOLD,28330.35316706181,978.3695527395721,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,221,2024-01-24 02:00:00+00:00,HOLD,28384.291731130346,979.0630431464408,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,222,2024-01-24 03:00:00+00:00,HOLD,28326.721272596027,978.3228573183226,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,223,2024-01-24 04:00:00+00:00,HOLD,28383.265979773634,979.0498550177244,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,224,2024-01-24 05:00:00+00:00,HOLD,28470.340754533525,980.1693790914373,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,225,2024-01-24 06:00:00+00:00,HOLD,28680.29559589479,982.8687773953052,1.0,peak,downtrend,614.125,0.012857042430486177
0,226,2024-01-24 07:00:00+00:00,HOLD,28645.74195454561,982.4245197623509,1.0,peak,downtrend,614.125,0.012857042430486177
0,227,2024-01-24 08:00:00+00:00,HOLD,28835.7882474665,984.8679530141915,1.0,peak,downtrend,614.125,0.012857042430486177
0,228,2024-01-24 09:00:00+00:00,HOLD,29176.13236494141,989.2437717735327,1.0,peak,downtrend,614.125,0.012857042430486177
0,229,2024-01-24 10:00:00+00:00,HOLD,29050.642926062163,987.6303487332843,1.0,peak,downtrend,614.125,0.012857042430486177
0,230,2024-01-24 11:00:00+00:00,HOLD,28903.24328226891,985.7352252587959,1.0,peak,downtrend,614.125,0.012857042430486177
0,231,2024-01-24 12:00:00+00:00,HOLD,29137.213214294625,988.7433866023085,1.0,peak,downtrend,614.125,0.012857042430486177
0,232,2024-01-24 13:00:00+00:00,HOLD,28870.85310365997,985.3187833580898,1.0,peak,downtrend,614.125,0.012857042430486177
0,233,2024-01-24 14:00:00+00:00,HOLD,28570.980387746047,981.4633071258393,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,234,2024-01-24 15:00:00+00:00,HOLD,28641.277252367123,982.3671168970027,1.0,peak,downtrend,614.125,0.012857042430486177
0,235,2024-01-24 16:00:00+00:00,HOLD,28402.373776120672,979.2955247661114,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,236,2024-01-24 17:00:00+00:00,HOLD,28500.749300172833,980.5603430529713,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,237,2024-01-24 18:00:00+00:00,HOLD,28413.251117917054,979.4353752111183,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,238,2024-01-24 19:00:00+00:00,HOLD,28512.766549406148,980.7148493362618,1.0,peak,downtrend,614.125,0.012857042430486177
0,239,2024-01-24 20:00:00+00:00,HOLD,28162.339415729068,976.2093928097819,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,240,2024-01-24 21:00:00+00:00,HOLD,27940.508219767933,973.357299710904,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,241,2024-01-24 22:00:00+00:00,HOLD,27971.76145923288,973.759123936795,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,242,2024-01-24 23:00:00+00:00,HOLD,27407.888812326735,966.5093893901322,1.0,trough,downtrend,614.125,0.012857042430486177
0,243,2024-01-25 00:00:00+00:00,HOLD,27687.867185630374,970.1090832153156,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,244,2024-01-25 01:00:00+00:00,HOLD,27702.48504197822,970.2970256146226,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,245,2024-01-25 02:00:00+00:00,HOLD,27319.5185351602,965.3732089870083,1.0,trough,downtrend,614.125,0.012857042430486177
0,246,2024-01-25 03:00:00+00:00,HOLD,27684.595644296336,970.0670208695708,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
0,247,2024-01-25 04:00:00+00:00,HOLD,27548.759416586134,968.3205687263035,0.7500000000000001,transition,downtrend,614.125,0.012857042430486177
